No.,Time,Source,Destination,Protocol,Length,SrcPort,DstPort,Flags,Seq,Ack,Win,Len,MSS,Direction,TransID,UnitID,FuncCode,FuncDesc,Other Protocol Details
5721,340.030102,192.168.1.100,192.168.1.105,TCP,54,3831,502,ACK,14,12,64230,0,,,,,,,
5722,340.031098,192.168.1.100,192.168.1.105,TCP,62,3837,502,SYN,0,,64240,0,1460,,,,,,
5723,340.031099,192.168.1.105,192.168.1.100,TCP,62,502,3837,"SYN, ACK",0,1,64240,0,1460,,,,,,
5724,340.031099,192.168.1.100,192.168.1.105,TCP,54,3837,502,ACK,1,1,64240,0,,,,,,,
5725,340.032094,192.168.1.100,192.168.1.105,Modbus/TCP,66,,,,,,,,,Query:,2652,1,1,Read Coils,
5726,340.032095,192.168.1.100,192.168.1.101,TCP,54,3832,502,"FIN, ACK",13,11,64230,0,,,,,,,
5727,340.03231,192.168.1.105,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2652,1,1,Read Coils,
5728,340.032311,192.168.1.101,192.168.1.100,TCP,54,502,3832,ACK,11,14,64228,0,,,,,,,
5729,340.033016,192.168.1.101,192.168.1.100,TCP,54,502,3832,"FIN, ACK",11,14,64228,0,,,,,,,
5730,340.033017,192.168.1.100,192.168.1.101,TCP,54,3832,502,ACK,14,12,64230,0,,,,,,,
5731,340.034096,192.168.1.100,192.168.1.101,TCP,62,3838,502,SYN,0,,64240,0,1460,,,,,,
5732,340.034096,192.168.1.101,192.168.1.100,TCP,62,502,3838,"SYN, ACK",0,1,64240,0,1460,,,,,,
5733,340.034097,192.168.1.100,192.168.1.101,TCP,54,3838,502,ACK,1,1,64240,0,,,,,,,
5734,340.034097,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2670,1,1,Read Coils,
5735,340.035096,192.168.1.100,192.168.1.103,TCP,54,3833,502,"FIN, ACK",13,11,64230,0,,,,,,,
5736,340.035097,192.168.1.101,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2670,1,1,Read Coils,
5737,340.035099,192.168.1.103,192.168.1.100,TCP,54,502,3833,ACK,11,14,64228,0,,,,,,,
5738,340.035677,192.168.1.103,192.168.1.100,TCP,54,502,3833,"FIN, ACK",11,14,64228,0,,,,,,,
5739,340.035678,192.168.1.100,192.168.1.103,TCP,54,3833,502,ACK,14,12,64230,0,,,,,,,
5740,340.036095,192.168.1.100,192.168.1.103,TCP,62,3839,502,SYN,0,,64240,0,1460,,,,,,
5741,340.036226,192.168.1.103,192.168.1.100,TCP,62,502,3839,"SYN, ACK",0,1,64240,0,1460,,,,,,
5742,340.037098,192.168.1.100,192.168.1.103,TCP,54,3839,502,ACK,1,1,64240,0,,,,,,,
5743,340.037098,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2684,1,1,Read Coils,
5744,340.038096,192.168.1.100,192.168.1.104,TCP,54,3834,502,"FIN, ACK",13,11,64230,0,,,,,,,
5745,340.038096,192.168.1.103,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2684,1,1,Read Coils,
5746,340.038097,192.168.1.104,192.168.1.100,TCP,54,502,3834,ACK,11,14,64228,0,,,,,,,
5747,340.038097,192.168.1.104,192.168.1.100,TCP,54,502,3834,"FIN, ACK",11,14,64228,0,,,,,,,
5748,340.038098,192.168.1.100,192.168.1.104,TCP,54,3834,502,ACK,14,12,64230,0,,,,,,,
5749,340.039098,192.168.1.100,192.168.1.104,TCP,62,3840,502,SYN,0,,64240,0,1460,,,,,,
5750,340.039099,192.168.1.104,192.168.1.100,TCP,62,502,3840,"SYN, ACK",0,1,64240,0,1460,,,,,,
5751,340.039099,192.168.1.100,192.168.1.104,TCP,54,3840,502,ACK,1,1,64240,0,,,,,,,
5752,340.039272,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2701,1,1,Read Coils,
5753,340.040107,192.168.1.100,192.168.1.102,TCP,54,3835,502,"FIN, ACK",13,11,64230,0,,,,,,,
5754,340.040108,192.168.1.104,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2701,1,1,Read Coils,
5755,340.040108,192.168.1.102,192.168.1.100,TCP,54,502,3835,ACK,11,14,64228,0,,,,,,,
5756,340.040804,192.168.1.102,192.168.1.100,TCP,54,502,3835,"FIN, ACK",11,14,64228,0,,,,,,,
5757,340.040805,192.168.1.100,192.168.1.102,TCP,54,3835,502,ACK,14,12,64230,0,,,,,,,
5758,340.042114,192.168.1.100,192.168.1.106,TCP,54,3836,502,"FIN, ACK",13,11,64230,0,,,,,,,
5759,340.042115,192.168.1.106,192.168.1.100,TCP,54,502,3836,ACK,11,14,64228,0,,,,,,,
5760,340.042115,192.168.1.106,192.168.1.100,TCP,54,502,3836,"FIN, ACK",11,14,64228,0,,,,,,,
5761,340.042116,192.168.1.100,192.168.1.105,TCP,54,3837,502,"FIN, ACK",13,11,64230,0,,,,,,,
5762,340.043112,192.168.1.100,192.168.1.106,TCP,54,3836,502,ACK,14,12,64230,0,,,,,,,
5763,340.043113,192.168.1.105,192.168.1.100,TCP,54,502,3837,ACK,11,14,64228,0,,,,,,,
5764,340.043113,192.168.1.105,192.168.1.100,TCP,54,502,3837,"FIN, ACK",11,14,64228,0,,,,,,,
5765,340.043114,192.168.1.100,192.168.1.105,TCP,54,3837,502,ACK,14,12,64230,0,,,,,,,
5766,340.044113,192.168.1.100,192.168.1.101,TCP,54,3838,502,"FIN, ACK",13,11,64230,0,,,,,,,
5767,340.044113,192.168.1.101,192.168.1.100,TCP,54,502,3838,ACK,11,14,64228,0,,,,,,,
5768,340.044596,192.168.1.101,192.168.1.100,TCP,54,502,3838,"FIN, ACK",11,14,64228,0,,,,,,,
5769,340.044597,192.168.1.100,192.168.1.101,TCP,54,3838,502,ACK,14,12,64230,0,,,,,,,
5770,340.045111,192.168.1.100,192.168.1.103,TCP,54,3839,502,"FIN, ACK",13,11,64230,0,,,,,,,
5771,340.045111,192.168.1.103,192.168.1.100,TCP,54,502,3839,ACK,11,14,64228,0,,,,,,,
5772,340.045714,192.168.1.103,192.168.1.100,TCP,54,502,3839,"FIN, ACK",11,14,64228,0,,,,,,,
5773,340.045715,192.168.1.100,192.168.1.103,TCP,54,3839,502,ACK,14,12,64230,0,,,,,,,
5774,340.047106,192.168.1.100,192.168.1.104,TCP,54,3840,502,"FIN, ACK",13,11,64230,0,,,,,,,
5775,340.047107,192.168.1.104,192.168.1.100,TCP,54,502,3840,ACK,11,14,64228,0,,,,,,,
5776,340.047108,192.168.1.104,192.168.1.100,TCP,54,502,3840,"FIN, ACK",11,14,64228,0,,,,,,,
5777,340.047108,192.168.1.100,192.168.1.104,TCP,54,3840,502,ACK,14,12,64230,0,,,,,,,
5778,341.067375,VMware_dc:42:e5,Broadcast,ARP,42,,,,,,,,,,,,,,Who has 192.168.1.1? Tell 192.168.1.103
5779,345.061795,VMware_dc:42:e5,Broadcast,ARP,42,,,,,,,,,,,,,,Who has 192.168.1.1? Tell 192.168.1.103
5780,349.062009,VMware_dc:42:e5,Broadcast,ARP,42,,,,,,,,,,,,,,Who has 192.168.1.1? Tell 192.168.1.103
5781,350.001464,192.168.1.100,192.168.1.104,TCP,62,3841,502,SYN,0,,64240,0,1460,,,,,,
5782,350.001679,192.168.1.104,192.168.1.100,TCP,62,502,3841,"SYN, ACK",0,1,64240,0,1460,,,,,,
5783,350.002426,192.168.1.100,192.168.1.104,TCP,54,3841,502,ACK,1,1,64240,0,,,,,,,
5784,350.002426,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2702,1,3,Read Holding Registers,
5785,350.002426,192.168.1.100,192.168.1.105,TCP,62,3842,502,SYN,0,,64240,0,1460,,,,,,
5786,350.002426,192.168.1.105,192.168.1.100,TCP,62,502,3842,"SYN, ACK",0,1,64240,0,1460,,,,,,
5787,350.002426,192.168.1.100,192.168.1.105,TCP,54,3842,502,ACK,1,1,64240,0,,,,,,,
5788,350.002542,192.168.1.104,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2702,1,3,Read Holding Registers,
5789,350.003425,192.168.1.100,192.168.1.105,Modbus/TCP,66,,,,,,,,,Query:,2653,1,3,Read Holding Registers,
5790,350.003425,192.168.1.105,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2653,1,3,Read Holding Registers,
5791,350.003426,192.168.1.100,192.168.1.104,TCP,54,3841,502,"FIN, ACK",13,18,64223,0,,,,,,,
5792,350.003721,192.168.1.104,192.168.1.100,TCP,54,502,3841,ACK,18,14,64228,0,,,,,,,
5793,350.003722,192.168.1.104,192.168.1.100,TCP,54,502,3841,"FIN, ACK",18,14,64228,0,,,,,,,
5794,350.003722,192.168.1.100,192.168.1.104,TCP,54,3841,502,ACK,14,19,64223,0,,,,,,,
5795,350.004442,192.168.1.100,192.168.1.105,TCP,54,3842,502,"FIN, ACK",13,18,64223,0,,,,,,,
5796,350.004442,192.168.1.105,192.168.1.100,TCP,54,502,3842,ACK,18,14,64228,0,,,,,,,
5797,350.004442,192.168.1.105,192.168.1.100,TCP,54,502,3842,"FIN, ACK",18,14,64228,0,,,,,,,
5798,350.004443,192.168.1.100,192.168.1.105,TCP,54,3842,502,ACK,14,19,64223,0,,,,,,,
5799,350.004443,192.168.1.100,192.168.1.102,TCP,62,3843,502,SYN,0,,64240,0,1460,,,,,,
5800,350.004601,192.168.1.102,192.168.1.100,TCP,62,502,3843,"SYN, ACK",0,1,64240,0,1460,,,,,,
5801,350.005413,192.168.1.100,192.168.1.102,TCP,54,3843,502,ACK,1,1,64240,0,,,,,,,
5802,350.005413,192.168.1.100,192.168.1.102,Modbus/TCP,66,,,,,,,,,Query:,2698,1,3,Read Holding Registers,
5803,350.005414,192.168.1.100,192.168.1.106,TCP,62,3844,502,SYN,0,,64240,0,1460,,,,,,
5804,350.005414,192.168.1.106,192.168.1.100,TCP,62,502,3844,"SYN, ACK",0,1,64240,0,1460,,,,,,
5805,350.005414,192.168.1.100,192.168.1.106,TCP,54,3844,502,ACK,1,1,64240,0,,,,,,,
5806,350.006413,192.168.1.100,192.168.1.106,Modbus/TCP,66,,,,,,,,,Query:,2699,1,3,Read Holding Registers,
5807,350.006414,192.168.1.100,192.168.1.101,TCP,62,3846,502,SYN,0,,64240,0,1460,,,,,,
5808,350.006414,192.168.1.102,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2698,1,3,Read Holding Registers,
5809,350.006414,192.168.1.101,192.168.1.100,TCP,62,502,3846,"SYN, ACK",0,1,64240,0,1460,,,,,,
5810,350.006414,192.168.1.100,192.168.1.101,TCP,54,3846,502,ACK,1,1,64240,0,,,,,,,
5811,350.006735,192.168.1.106,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2699,1,3,Read Holding Registers,
5812,350.006735,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2671,1,3,Read Holding Registers,
5813,350.006742,192.168.1.100,192.168.1.104,TCP,62,3847,502,SYN,0,,64240,0,1460,,,,,,
5814,350.006875,192.168.1.104,192.168.1.100,TCP,62,502,3847,"SYN, ACK",0,1,64240,0,1460,,,,,,
5815,350.007413,192.168.1.100,192.168.1.104,TCP,54,3847,502,ACK,1,1,64240,0,,,,,,,
5816,350.007413,192.168.1.101,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2671,1,3,Read Holding Registers,
5817,350.007413,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2703,1,2,Read Discrete Inputs,
5818,350.007413,192.168.1.100,192.168.1.105,TCP,62,3848,502,SYN,0,,64240,0,1460,,,,,,
5819,350.007413,192.168.1.105,192.168.1.100,TCP,62,502,3848,"SYN, ACK",0,1,64240,0,1460,,,,,,
5820,350.008414,192.168.1.100,192.168.1.105,TCP,54,3848,502,ACK,1,1,64240,0,,,,,,,
5821,350.008414,192.168.1.104,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2703,1,2,Read Discrete Inputs,
5822,350.008414,192.168.1.100,192.168.1.105,Modbus/TCP,66,,,,,,,,,Query:,2654,1,2,Read Discrete Inputs,
5823,350.008414,192.168.1.100,192.168.1.103,TCP,62,3845,502,SYN,0,,64240,0,1460,,,,,,
5824,350.008414,192.168.1.103,192.168.1.100,TCP,62,502,3845,"SYN, ACK",0,1,64240,0,1460,,,,,,
5825,350.009413,192.168.1.100,192.168.1.103,TCP,54,3845,502,ACK,1,1,64240,0,,,,,,,
5826,350.009414,192.168.1.105,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2654,1,2,Read Discrete Inputs,
5827,350.009414,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2685,1,3,Read Holding Registers,
5828,350.009414,192.168.1.100,192.168.1.102,TCP,54,3843,502,"FIN, ACK",13,18,64223,0,,,,,,,
5829,350.009414,192.168.1.102,192.168.1.100,TCP,54,502,3843,ACK,18,14,64228,0,,,,,,,
5830,350.009414,192.168.1.102,192.168.1.100,TCP,54,502,3843,"FIN, ACK",18,14,64228,0,,,,,,,
5831,350.009414,192.168.1.103,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2685,1,3,Read Holding Registers,
5832,350.009414,192.168.1.100,192.168.1.102,TCP,54,3843,502,ACK,14,19,64223,0,,,,,,,
5833,350.010428,192.168.1.100,192.168.1.102,TCP,62,3849,502,SYN,0,,64240,0,1460,,,,,,
5834,350.010428,192.168.1.102,192.168.1.100,TCP,62,502,3849,"SYN, ACK",0,1,64240,0,1460,,,,,,
5835,350.010428,192.168.1.100,192.168.1.102,TCP,54,3849,502,ACK,1,1,64240,0,,,,,,,
5836,350.010429,192.168.1.100,192.168.1.102,Modbus/TCP,66,,,,,,,,,Query:,2699,1,2,Read Discrete Inputs,
5837,350.010429,192.168.1.100,192.168.1.106,TCP,54,3844,502,"FIN, ACK",13,18,64223,0,,,,,,,
5838,350.010429,192.168.1.102,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2699,1,2,Read Discrete Inputs,
5839,350.010429,192.168.1.106,192.168.1.100,TCP,54,502,3844,ACK,18,14,64228,0,,,,,,,
5840,350.01065,192.168.1.106,192.168.1.100,TCP,54,502,3844,"FIN, ACK",18,14,64228,0,,,,,,,
5841,350.010651,192.168.1.100,192.168.1.106,TCP,54,3844,502,ACK,14,19,64223,0,,,,,,,
5842,350.011414,192.168.1.100,192.168.1.106,TCP,62,3850,502,SYN,0,,64240,0,1460,,,,,,
5843,350.011415,192.168.1.106,192.168.1.100,TCP,62,502,3850,"SYN, ACK",0,1,64240,0,1460,,,,,,
5844,350.011415,192.168.1.100,192.168.1.106,TCP,54,3850,502,ACK,1,1,64240,0,,,,,,,
5845,350.011415,192.168.1.100,192.168.1.106,Modbus/TCP,66,,,,,,,,,Query:,2700,1,2,Read Discrete Inputs,
5846,350.011415,192.168.1.100,192.168.1.101,TCP,54,3846,502,"FIN, ACK",13,18,64223,0,,,,,,,
5847,350.011483,192.168.1.106,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2700,1,2,Read Discrete Inputs,
5848,350.011489,192.168.1.101,192.168.1.100,TCP,54,502,3846,ACK,18,14,64228,0,,,,,,,
5849,350.01241,192.168.1.100,192.168.1.101,TCP,62,3851,502,SYN,0,,64240,0,1460,,,,,,
5850,350.01241,192.168.1.101,192.168.1.100,TCP,62,502,3851,"SYN, ACK",0,1,64240,0,1460,,,,,,
5851,350.01241,192.168.1.101,192.168.1.100,TCP,54,502,3846,"FIN, ACK",18,14,64228,0,,,,,,,
5852,350.012411,192.168.1.100,192.168.1.101,TCP,54,3851,502,ACK,1,1,64240,0,,,,,,,
5853,350.012411,192.168.1.100,192.168.1.101,TCP,54,3846,502,ACK,14,19,64223,0,,,,,,,
5854,350.012411,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2672,1,2,Read Discrete Inputs,
5855,350.012411,192.168.1.100,192.168.1.104,TCP,54,3847,502,"FIN, ACK",13,11,64230,0,,,,,,,
5856,350.013414,192.168.1.101,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2672,1,2,Read Discrete Inputs,
5857,350.013414,192.168.1.100,192.168.1.104,TCP,62,3852,502,SYN,0,,64240,0,1460,,,,,,
5858,350.013415,192.168.1.104,192.168.1.100,TCP,54,502,3847,ACK,11,14,64228,0,,,,,,,
5859,350.013415,192.168.1.104,192.168.1.100,TCP,62,502,3852,"SYN, ACK",0,1,64240,0,1460,,,,,,
5860,350.013415,192.168.1.100,192.168.1.104,TCP,54,3852,502,ACK,1,1,64240,0,,,,,,,
5861,350.013415,192.168.1.104,192.168.1.100,TCP,54,502,3847,"FIN, ACK",11,14,64228,0,,,,,,,
5862,350.013415,192.168.1.100,192.168.1.104,TCP,54,3847,502,ACK,14,12,64230,0,,,,,,,
5863,350.013415,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2704,1,1,Read Coils,
5864,350.014412,192.168.1.100,192.168.1.105,TCP,54,3848,502,"FIN, ACK",13,11,64230,0,,,,,,,
5865,350.014412,192.168.1.105,192.168.1.100,TCP,54,502,3848,ACK,11,14,64228,0,,,,,,,
5866,350.014413,192.168.1.104,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2704,1,1,Read Coils,
5867,350.014413,192.168.1.105,192.168.1.100,TCP,54,502,3848,"FIN, ACK",11,14,64228,0,,,,,,,
5868,350.014413,192.168.1.100,192.168.1.105,TCP,54,3848,502,ACK,14,12,64230,0,,,,,,,
5869,350.014413,192.168.1.100,192.168.1.105,TCP,62,3853,502,SYN,0,,64240,0,1460,,,,,,
5870,350.014414,192.168.1.105,192.168.1.100,TCP,62,502,3853,"SYN, ACK",0,1,64240,0,1460,,,,,,
5871,350.014414,192.168.1.100,192.168.1.105,TCP,54,3853,502,ACK,1,1,64240,0,,,,,,,
5872,350.015413,192.168.1.100,192.168.1.105,Modbus/TCP,66,,,,,,,,,Query:,2655,1,1,Read Coils,
5873,350.015413,192.168.1.100,192.168.1.103,TCP,54,3845,502,"FIN, ACK",13,18,64223,0,,,,,,,
5874,350.015414,192.168.1.105,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2655,1,1,Read Coils,
5875,350.015414,192.168.1.103,192.168.1.100,TCP,54,502,3845,ACK,18,14,64228,0,,,,,,,
5876,350.015414,192.168.1.103,192.168.1.100,TCP,54,502,3845,"FIN, ACK",18,14,64228,0,,,,,,,
5877,350.015415,192.168.1.100,192.168.1.103,TCP,54,3845,502,ACK,14,19,64223,0,,,,,,,
5878,350.01642,192.168.1.100,192.168.1.103,TCP,62,3854,502,SYN,0,,64240,0,1460,,,,,,
5879,350.01642,192.168.1.103,192.168.1.100,TCP,62,502,3854,"SYN, ACK",0,1,64240,0,1460,,,,,,
5880,350.01642,192.168.1.100,192.168.1.103,TCP,54,3854,502,ACK,1,1,64240,0,,,,,,,
5881,350.01642,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2686,1,2,Read Discrete Inputs,
5882,350.016421,192.168.1.100,192.168.1.102,TCP,54,3849,502,"FIN, ACK",13,11,64230,0,,,,,,,
5883,350.016421,192.168.1.103,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2686,1,2,Read Discrete Inputs,
5884,350.016421,192.168.1.102,192.168.1.100,TCP,54,502,3849,ACK,11,14,64228,0,,,,,,,
5885,350.016701,192.168.1.102,192.168.1.100,TCP,54,502,3849,"FIN, ACK",11,14,64228,0,,,,,,,
5886,350.016702,192.168.1.100,192.168.1.102,TCP,54,3849,502,ACK,14,12,64230,0,,,,,,,
5887,350.017411,192.168.1.100,192.168.1.102,TCP,62,3855,502,SYN,0,,64240,0,1460,,,,,,
5888,350.017411,192.168.1.102,192.168.1.100,TCP,62,502,3855,"SYN, ACK",0,1,64240,0,1460,,,,,,
5889,350.017411,192.168.1.100,192.168.1.102,TCP,54,3855,502,ACK,1,1,64240,0,,,,,,,
5890,350.017411,192.168.1.100,192.168.1.102,Modbus/TCP,66,,,,,,,,,Query:,2700,1,1,Read Coils,
5891,350.017411,192.168.1.100,192.168.1.106,TCP,54,3850,502,"FIN, ACK",13,11,64230,0,,,,,,,
5892,350.017762,192.168.1.106,192.168.1.100,TCP,54,502,3850,ACK,11,14,64228,0,,,,,,,
5893,350.017762,192.168.1.102,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2700,1,1,Read Coils,
5894,350.017762,192.168.1.106,192.168.1.100,TCP,54,502,3850,"FIN, ACK",11,14,64228,0,,,,,,,
5895,350.017763,192.168.1.100,192.168.1.106,TCP,54,3850,502,ACK,14,12,64230,0,,,,,,,
5896,350.01841,192.168.1.100,192.168.1.106,TCP,62,3856,502,SYN,0,,64240,0,1460,,,,,,
5897,350.01841,192.168.1.106,192.168.1.100,TCP,62,502,3856,"SYN, ACK",0,1,64240,0,1460,,,,,,
5898,350.018411,192.168.1.100,192.168.1.106,TCP,54,3856,502,ACK,1,1,64240,0,,,,,,,
5899,350.018411,192.168.1.100,192.168.1.106,Modbus/TCP,66,,,,,,,,,Query:,2701,1,1,Read Coils,
5900,350.018411,192.168.1.100,192.168.1.101,TCP,54,3851,502,"FIN, ACK",13,11,64230,0,,,,,,,
5901,350.018853,192.168.1.101,192.168.1.100,TCP,54,502,3851,ACK,11,14,64228,0,,,,,,,
5902,350.018854,192.168.1.106,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2701,1,1,Read Coils,
5903,350.018854,192.168.1.101,192.168.1.100,TCP,54,502,3851,"FIN, ACK",11,14,64228,0,,,,,,,
5904,350.018854,192.168.1.100,192.168.1.101,TCP,54,3851,502,ACK,14,12,64230,0,,,,,,,
5905,350.019411,192.168.1.100,192.168.1.101,TCP,62,3857,502,SYN,0,,64240,0,1460,,,,,,
5906,350.019411,192.168.1.101,192.168.1.100,TCP,62,502,3857,"SYN, ACK",0,1,64240,0,1460,,,,,,
5907,350.019411,192.168.1.100,192.168.1.101,TCP,54,3857,502,ACK,1,1,64240,0,,,,,,,
5908,350.019411,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2673,1,1,Read Coils,
5909,350.020423,192.168.1.100,192.168.1.104,TCP,54,3852,502,"FIN, ACK",13,11,64230,0,,,,,,,
5910,350.020424,192.168.1.104,192.168.1.100,TCP,54,502,3852,ACK,11,14,64228,0,,,,,,,
5911,350.020424,192.168.1.101,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2673,1,1,Read Coils,
5912,350.020424,192.168.1.104,192.168.1.100,TCP,54,502,3852,"FIN, ACK",11,14,64228,0,,,,,,,
5913,350.020425,192.168.1.100,192.168.1.104,TCP,54,3852,502,ACK,14,12,64230,0,,,,,,,
5914,350.020425,192.168.1.100,192.168.1.105,TCP,54,3853,502,"FIN, ACK",13,11,64230,0,,,,,,,
5915,350.020425,192.168.1.105,192.168.1.100,TCP,54,502,3853,ACK,11,14,64228,0,,,,,,,
5916,350.020425,192.168.1.105,192.168.1.100,TCP,54,502,3853,"FIN, ACK",11,14,64228,0,,,,,,,
5917,350.020426,192.168.1.100,192.168.1.105,TCP,54,3853,502,ACK,14,12,64230,0,,,,,,,
5918,350.021421,192.168.1.100,192.168.1.103,TCP,54,3854,502,"FIN, ACK",13,11,64230,0,,,,,,,
5919,350.021422,192.168.1.103,192.168.1.100,TCP,54,502,3854,ACK,11,14,64228,0,,,,,,,
5920,350.021422,192.168.1.103,192.168.1.100,TCP,54,502,3854,"FIN, ACK",11,14,64228,0,,,,,,,
5921,350.021422,192.168.1.100,192.168.1.103,TCP,54,3854,502,ACK,14,12,64230,0,,,,,,,
5922,350.021422,192.168.1.100,192.168.1.103,TCP,62,3858,502,SYN,0,,64240,0,1460,,,,,,
5923,350.021423,192.168.1.103,192.168.1.100,TCP,62,502,3858,"SYN, ACK",0,1,64240,0,1460,,,,,,
5924,350.021423,192.168.1.100,192.168.1.103,TCP,54,3858,502,ACK,1,1,64240,0,,,,,,,
5925,350.021423,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2687,1,1,Read Coils,
5926,350.02242,192.168.1.100,192.168.1.102,TCP,54,3855,502,"FIN, ACK",13,11,64230,0,,,,,,,
5927,350.02242,192.168.1.102,192.168.1.100,TCP,54,502,3855,ACK,11,14,64228,0,,,,,,,
5928,350.02242,192.168.1.103,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2687,1,1,Read Coils,
5929,350.022421,192.168.1.102,192.168.1.100,TCP,54,502,3855,"FIN, ACK",11,14,64228,0,,,,,,,
5930,350.022421,192.168.1.100,192.168.1.102,TCP,54,3855,502,ACK,14,12,64230,0,,,,,,,
5931,350.022421,192.168.1.100,192.168.1.106,TCP,54,3856,502,"FIN, ACK",13,11,64230,0,,,,,,,
5932,350.022421,192.168.1.106,192.168.1.100,TCP,54,502,3856,ACK,11,14,64228,0,,,,,,,
5933,350.022579,192.168.1.106,192.168.1.100,TCP,54,502,3856,"FIN, ACK",11,14,64228,0,,,,,,,
5934,350.02258,192.168.1.100,192.168.1.101,TCP,54,3857,502,"FIN, ACK",13,11,64230,0,,,,,,,
5935,350.023411,192.168.1.100,192.168.1.106,TCP,54,3856,502,ACK,14,12,64230,0,,,,,,,
5936,350.023412,192.168.1.101,192.168.1.100,TCP,54,502,3857,ACK,11,14,64228,0,,,,,,,
5937,350.023412,192.168.1.101,192.168.1.100,TCP,54,502,3857,"FIN, ACK",11,14,64228,0,,,,,,,
5938,350.023412,192.168.1.100,192.168.1.101,TCP,54,3857,502,ACK,14,12,64230,0,,,,,,,
5939,350.023412,192.168.1.100,192.168.1.103,TCP,54,3858,502,"FIN, ACK",13,11,64230,0,,,,,,,
5940,350.023413,192.168.1.103,192.168.1.100,TCP,54,502,3858,ACK,11,14,64228,0,,,,,,,
5941,350.023634,192.168.1.103,192.168.1.100,TCP,54,502,3858,"FIN, ACK",11,14,64228,0,,,,,,,
5942,350.023635,192.168.1.100,192.168.1.103,TCP,54,3858,502,ACK,14,12,64230,0,,,,,,,
5943,359.999743,192.168.1.100,192.168.1.101,TCP,62,3859,502,SYN,0,,64240,0,1460,,,,,,
5944,359.999886,192.168.1.101,192.168.1.100,TCP,62,502,3859,"SYN, ACK",0,1,64240,0,1460,,,,,,
5945,360.000741,192.168.1.100,192.168.1.101,TCP,54,3859,502,ACK,1,1,64240,0,,,,,,,
5946,360.000742,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2674,1,3,Read Holding Registers,
5947,360.00174,192.168.1.100,192.168.1.102,TCP,62,3860,502,SYN,0,,64240,0,1460,,,,,,
5948,360.001741,192.168.1.102,192.168.1.100,TCP,62,502,3860,"SYN, ACK",0,1,64240,0,1460,,,,,,
5949,360.001742,192.168.1.101,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2674,1,3,Read Holding Registers,
5950,360.001742,192.168.1.100,192.168.1.102,TCP,54,3860,502,ACK,1,1,64240,0,,,,,,,
5951,360.002738,192.168.1.100,192.168.1.102,Modbus/TCP,66,,,,,,,,,Query:,2701,1,3,Read Holding Registers,
5952,360.002739,192.168.1.100,192.168.1.104,TCP,62,3861,502,SYN,0,,64240,0,1460,,,,,,
5953,360.002912,192.168.1.104,192.168.1.100,TCP,62,502,3861,"SYN, ACK",0,1,64240,0,1460,,,,,,
5954,360.003081,192.168.1.102,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2701,1,3,Read Holding Registers,
5955,360.003082,192.168.1.100,192.168.1.104,TCP,54,3861,502,ACK,1,1,64240,0,,,,,,,
5956,360.003739,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2705,1,3,Read Holding Registers,
