"INTERVAL_DATETIME","DUID","LASTCHANGED","MWH_READINGS_ANOMALY"
"7/6/2025 5:00","RUBICON","7/6/2025 4:55",0.315
"7/6/2025 5:00","SHOAL1","7/6/2025 4:55",41.830002
"7/6/2025 5:00","TULLYSM1","7/6/2025 4:55",10
"7/6/2025 5:00","WAUBRAWF","7/6/2025 4:55",87.495003
"7/6/2025 5:00","WNSF1","7/6/2025 4:55",0
"7/6/2025 5:00","WOOLNTH1","7/6/2025 4:55",31.869999
"7/6/2025 5:00","YAMBUKWF","7/6/2025 4:55",4.3
"7/6/2025 5:00","YSWF1","7/6/2025 4:55",0
"7/6/2025 5:05","BARCSF1","7/6/2025 5:00",0.1
"7/6/2025 5:05","BUTLERSG","7/6/2025 5:00",7.499999
"7/6/2025 5:05","BWTR1","7/6/2025 5:00",-20.8634
"7/6/2025 5:05","CAPTL_WF","7/6/2025 5:00",0
"7/6/2025 5:05","CHALLHWF","7/6/2025 5:00",3.7
"7/6/2025 5:05","CLOVER","7/6/2025 5:00",0
"7/6/2025 5:05","CLUNY","7/6/2025 5:00",2.228885
"7/6/2025 5:05","CONDONG1","7/6/2025 5:00",12.9
"7/6/2025 5:05","CULLRGWF","7/6/2025 5:00",-0.08
"7/6/2025 5:05","DIAPURWF1","7/6/2025 5:00",5.3
"7/6/2025 5:05","ERGT01","7/6/2025 5:00",0
"7/6/2025 5:05","GB01","7/6/2025 5:00",0
"7/6/2025 5:05","GRIFSF1","7/6/2025 5:00",0.001526
"7/6/2025 5:05","HUGSF1","7/6/2025 5:00",0
"7/6/2025 5:05","KEPBG1","7/6/2025 5:00",0.1
"7/6/2025 5:05","LRSF1","7/6/2025 5:00",0
"7/6/2025 5:05","MBAHNTH","7/6/2025 5:00",19.6
"7/6/2025 5:05","MLSP1","7/6/2025 5:00",0.015
"7/6/2025 5:05","MLWF1","7/6/2025 5:00",2.595
"7/6/2025 5:05","PALOONA","7/6/2025 5:00",0
"7/6/2025 5:05","PIONEER","7/6/2025 5:00",41.799999
"7/6/2025 5:05","PORTWF","7/6/2025 5:00",12.2
"7/6/2025 5:05","REPULSE","7/6/2025 5:00",4.146182
"7/6/2025 5:05","ROWALLAN","7/6/2025 5:00",-0.005966
"7/6/2025 5:05","ROYALLA1","7/6/2025 5:00",0
"7/6/2025 5:05","RPCG","7/6/2025 5:00",-0.6
"7/6/2025 5:05","RUBICON","7/6/2025 5:00",0.315
"7/6/2025 5:05","SHOAL1","7/6/2025 5:00",41.48
"7/6/2025 5:05","TULLYSM1","7/6/2025 5:00",10
"7/6/2025 5:05","WAUBRAWF","7/6/2025 5:00",81.421997
"7/6/2025 5:05","WNSF1","7/6/2025 5:00",0
"7/6/2025 5:05","WOOLNTH1","7/6/2025 5:00",34.66
"7/6/2025 5:05","YAMBUKWF","7/6/2025 5:00",4
"7/6/2025 5:05","YSWF1","7/6/2025 5:00",0
"7/6/2025 5:10","BARCSF1","7/6/2025 5:05",0.1
"7/6/2025 5:10","BUTLERSG","7/6/2025 5:05",7.599998
"7/6/2025 5:10","BWTR1","7/6/2025 5:05",-20.8634
"7/6/2025 5:10","CAPTL_WF","7/6/2025 5:05",0
"7/6/2025 5:10","CHALLHWF","7/6/2025 5:05",3.6
"7/6/2025 5:10","CLOVER","7/6/2025 5:05",0
"7/6/2025 5:10","CLUNY","7/6/2025 5:05",2.205081
"7/6/2025 5:10","CONDONG1","7/6/2025 5:05",13.59
"7/6/2025 5:10","CULLRGWF","7/6/2025 5:05",-0.02
"7/6/2025 5:10","DIAPURWF1","7/6/2025 5:05",5.3
"7/6/2025 5:10","ERGT01","7/6/2025 5:05",0
"7/6/2025 5:10","GB01","7/6/2025 5:05",0
"7/6/2025 5:10","GRIFSF1","7/6/2025 5:05",0.001526
"7/6/2025 5:10","HUGSF1","7/6/2025 5:05",0
"7/6/2025 5:10","KEPBG1","7/6/2025 5:05",0.1
"7/6/2025 5:10","LRSF1","7/6/2025 5:05",0
"7/6/2025 5:10","MBAHNTH","7/6/2025 5:05",19.700001
"7/6/2025 5:10","MLSP1","7/6/2025 5:05",0.015
"7/6/2025 5:10","MLWF1","7/6/2025 5:05",2.82
"7/6/2025 5:10","PALOONA","7/6/2025 5:05",0
"7/6/2025 5:10","PIONEER","7/6/2025 5:05",42.599998
"7/6/2025 5:10","PORTWF","7/6/2025 5:05",12.2
"7/6/2025 5:10","REPULSE","7/6/2025 5:05",4.196231
"7/6/2025 5:10","ROWALLAN","7/6/2025 5:05",-0.009079
"7/6/2025 5:10","ROYALLA1","7/6/2025 5:05",0
"7/6/2025 5:10","RPCG","7/6/2025 5:05",-0.6
"7/6/2025 5:10","RUBICON","7/6/2025 5:05",0.315
"7/6/2025 5:10","SHOAL1","7/6/2025 5:05",41.68
"7/6/2025 5:10","TULLYSM1","7/6/2025 5:05",9.9
"7/6/2025 5:10","WAUBRAWF","7/6/2025 5:05",78.670998
"7/6/2025 5:10","WNSF1","7/6/2025 5:05",0
"7/6/2025 5:10","WOOLNTH1","7/6/2025 5:05",35.57
"7/6/2025 5:10","YAMBUKWF","7/6/2025 5:05",3.7
"7/6/2025 5:10","YSWF1","7/6/2025 5:05",0
"7/6/2025 5:15","BARCSF1","7/6/2025 5:10",0.1
"7/6/2025 5:15","BUTLERSG","7/6/2025 5:10",7.499999
"7/6/2025 5:15","BWTR1","7/6/2025 5:10",-20.8634
"7/6/2025 5:15","CAPTL_WF","7/6/2025 5:10",0
"7/6/2025 5:15","CHALLHWF","7/6/2025 5:10",2.5
"7/6/2025 5:15","CLOVER","7/6/2025 5:10",0
"7/6/2025 5:15","CLUNY","7/6/2025 5:10",2.190433
"7/6/2025 5:15","CONDONG1","7/6/2025 5:10",12.95
"7/6/2025 5:15","CULLRGWF","7/6/2025 5:10",-0.05
"7/6/2025 5:15","DIAPURWF1","7/6/2025 5:10",5.3
"7/6/2025 5:15","ERGT01","7/6/2025 5:10",0
"7/6/2025 5:15","GB01","7/6/2025 5:10",0
"7/6/2025 5:15","GRIFSF1","7/6/2025 5:10",0.001526
"7/6/2025 5:15","HUGSF1","7/6/2025 5:10",0
"7/6/2025 5:15","KEPBG1","7/6/2025 5:10",0.1
"7/6/2025 5:15","LRSF1","7/6/2025 5:10",0
"7/6/2025 5:15","MBAHNTH","7/6/2025 5:10",19.700001
"7/6/2025 5:15","MLSP1","7/6/2025 5:10",0.015
"7/6/2025 5:15","MLWF1","7/6/2025 5:10",3.345
"7/6/2025 5:15","PALOONA","7/6/2025 5:10",0
"7/6/2025 5:15","PIONEER","7/6/2025 5:10",40.700001
"7/6/2025 5:15","PORTWF","7/6/2025 5:10",11.6
"7/6/2025 5:15","REPULSE","7/6/2025 5:10",4.184024
"7/6/2025 5:15","ROWALLAN","7/6/2025 5:10",-0.010117
"7/6/2025 5:15","ROYALLA1","7/6/2025 5:10",0
"7/6/2025 5:15","RPCG","7/6/2025 5:10",-0.6
"7/6/2025 5:15","RUBICON","7/6/2025 5:10",0.315
"7/6/2025 5:15","SHOAL1","7/6/2025 5:10",41.889999
"7/6/2025 5:15","TULLYSM1","7/6/2025 5:10",10.1
"7/6/2025 5:15","WAUBRAWF","7/6/2025 5:10",78.019997
"7/6/2025 5:15","WNSF1","7/6/2025 5:10",0
"7/6/2025 5:15","WOOLNTH1","7/6/2025 5:10",39.489998
"7/6/2025 5:15","YAMBUKWF","7/6/2025 5:10",2.8
"7/6/2025 5:15","YSWF1","7/6/2025 5:10",0
"7/6/2025 5:20","BARCSF1","7/6/2025 5:15",0.1
"7/6/2025 5:20","BUTLERSG","7/6/2025 5:15",7.499999
"7/6/2025 5:20","BWTR1","7/6/2025 5:15",-20.80624
"7/6/2025 5:20","CAPTL_WF","7/6/2025 5:15",0
"7/6/2025 5:20","CHALLHWF","7/6/2025 5:15",2.1
"7/6/2025 5:20","CLOVER","7/6/2025 5:15",0
"7/6/2025 5:20","CLUNY","7/6/2025 5:15",2.162051
"7/6/2025 5:20","CONDONG1","7/6/2025 5:15",12.78
"7/6/2025 5:20","CULLRGWF","7/6/2025 5:15",-0.06
"7/6/2025 5:20","DIAPURWF1","7/6/2025 5:15",5.3
"7/6/2025 5:20","ERGT01","7/6/2025 5:15",0
"7/6/2025 5:20","GB01","7/6/2025 5:15",0
"7/6/2025 5:20","GRIFSF1","7/6/2025 5:15",0.001526
"7/6/2025 5:20","HUGSF1","7/6/2025 5:15",0
"7/6/2025 5:20","KEPBG1","7/6/2025 5:15",0.1
"7/6/2025 5:20","LRSF1","7/6/2025 5:15",0
"7/6/2025 5:20","MBAHNTH","7/6/2025 5:15",19.700001
"7/6/2025 5:20","MLSP1","7/6/2025 5:15",0.015
"7/6/2025 5:20","MLWF1","7/6/2025 5:15",2.73
"7/6/2025 5:20","PALOONA","7/6/2025 5:15",0
"7/6/2025 5:20","PIONEER","7/6/2025 5:15",40.400002
"7/6/2025 5:20","PORTWF","7/6/2025 5:15",11.9
"7/6/2025 5:20","REPULSE","7/6/2025 5:15",4.171816
"7/6/2025 5:20","ROWALLAN","7/6/2025 5:15",-0.035019999999999996
"7/6/2025 5:20","ROYALLA1","7/6/2025 5:15",0
"7/6/2025 5:20","RPCG","7/6/2025 5:15",-0.6
"7/6/2025 5:20","RUBICON","7/6/2025 5:15",0.315
"7/6/2025 5:20","SHOAL1","7/6/2025 5:15",41.75
"7/6/2025 5:20","TULLYSM1","7/6/2025 5:15",10
"7/6/2025 5:20","WAUBRAWF","7/6/2025 5:15",71.168999
"7/6/2025 5:20","WNSF1","7/6/2025 5:15",0
"7/6/2025 5:20","WOOLNTH1","7/6/2025 5:15",42.099998
"7/6/2025 5:20","YAMBUKWF","7/6/2025 5:15",3.7
"7/6/2025 5:20","YSWF1","7/6/2025 5:15",0
"7/6/2025 5:25","BARCSF1","7/6/2025 5:20",0.1
"7/6/2025 5:25","BUTLERSG","7/6/2025 5:20",7.499999
"7/6/2025 5:25","BWTR1","7/6/2025 5:20",-20.80624
"7/6/2025 5:25","CAPTL_WF","7/6/2025 5:20",0
"7/6/2025 5:25","CHALLHWF","7/6/2025 5:20",3.3
"7/6/2025 5:25","CLOVER","7/6/2025 5:20",0
"7/6/2025 5:25","CLUNY","7/6/2025 5:20",2.195926
"7/6/2025 5:25","CONDONG1","7/6/2025 5:20",13.19
"7/6/2025 5:25","CULLRGWF","7/6/2025 5:20",-0.06
"7/6/2025 5:25","DIAPURWF1","7/6/2025 5:20",5.3
"7/6/2025 5:25","ERGT01","7/6/2025 5:20",0
"7/6/2025 5:25","GB01","7/6/2025 5:20",0
"7/6/2025 5:25","GERMCRK","7/6/2025 5:20",15.755
"7/6/2025 5:25","GRIFSF1","7/6/2025 5:20",0.001526
"7/6/2025 5:25","HUGSF1","7/6/2025 5:20",0
"7/6/2025 5:25","KEPBG1","7/6/2025 5:20",0.1
"7/6/2025 5:25","LRSF1","7/6/2025 5:20",0
"7/6/2025 5:25","MBAHNTH","7/6/2025 5:20",19.6
"7/6/2025 5:25","MLSP1","7/6/2025 5:20",0.015
"7/6/2025 5:25","MLWF1","7/6/2025 5:20",3.975
"7/6/2025 5:25","PALOONA","7/6/2025 5:20",0
"7/6/2025 5:25","PIONEER","7/6/2025 5:20",40.200001
"7/6/2025 5:25","PORTWF","7/6/2025 5:20",12.2
"7/6/2025 5:25","REPULSE","7/6/2025 5:20",4.184024
"7/6/2025 5:25","ROWALLAN","7/6/2025 5:20",-0.007004
"7/6/2025 5:25","ROYALLA1","7/6/2025 5:20",0
"7/6/2025 5:25","RPCG","7/6/2025 5:20",-0.6
"7/6/2025 5:25","RUBICON","7/6/2025 5:20",0.315
"7/6/2025 5:25","SHOAL1","7/6/2025 5:20",42.18
"7/6/2025 5:25","TULLYSM1","7/6/2025 5:20",10
"7/6/2025 5:25","WAUBRAWF","7/6/2025 5:20",69.561996
"7/6/2025 5:25","WNSF1","7/6/2025 5:20",0
"7/6/2025 5:25","WOOLNTH1","7/6/2025 5:20",42.580002
"7/6/2025 5:25","YAMBUKWF","7/6/2025 5:20",3.8
"7/6/2025 5:25","YSWF1","7/6/2025 5:20",0
"7/6/2025 5:30","BARCSF1","7/6/2025 5:25",0.1
"7/6/2025 5:30","BUTLERSG","7/6/2025 5:25",7.499999
"7/6/2025 5:30","BWTR1","7/6/2025 5:25",-20.80624
"7/6/2025 5:30","CAPTL_WF","7/6/2025 5:25",0
"7/6/2025 5:30","CHALLHWF","7/6/2025 5:25",3.6
"7/6/2025 5:30","CLOVER","7/6/2025 5:25",0
"7/6/2025 5:30","CLUNY","7/6/2025 5:25",2.142824
"7/6/2025 5:30","CONDONG1","7/6/2025 5:25",13.42
"7/6/2025 5:30","CULLRGWF","7/6/2025 5:25",-0.02
"7/6/2025 5:30","DIAPURWF1","7/6/2025 5:25",5.3
"7/6/2025 5:30","ERGT01","7/6/2025 5:25",0
"7/6/2025 5:30","GB01","7/6/2025 5:25",0
"7/6/2025 5:30","GRIFSF1","7/6/2025 5:25",0.001526
"7/6/2025 5:30","HUGSF1","7/6/2025 5:25",0
"7/6/2025 5:30","KEPBG1","7/6/2025 5:25",0.1
"7/6/2025 5:30","LRSF1","7/6/2025 5:25",0
"7/6/2025 5:30","MBAHNTH","7/6/2025 5:25",98
"7/6/2025 5:30","MLSP1","7/6/2025 5:25",0.015
"7/6/2025 5:30","MLWF1","7/6/2025 5:25",4.395
"7/6/2025 5:30","PALOONA","7/6/2025 5:25",0
"7/6/2025 5:30","PIONEER","7/6/2025 5:25",39.900002
"7/6/2025 5:30","PORTWF","7/6/2025 5:25",11.3
"7/6/2025 5:30","REPULSE","7/6/2025 5:25",4.317082
"7/6/2025 5:30","ROWALLAN","7/6/2025 5:25",-0.007004
"7/6/2025 5:30","ROYALLA1","7/6/2025 5:25",0
"7/6/2025 5:30","RPCG","7/6/2025 5:25",-0.6
"7/6/2025 5:30","RUBICON","7/6/2025 5:25",0.315
"7/6/2025 5:30","SHOAL1","7/6/2025 5:25",42.200001
"7/6/2025 5:30","TULLYSM1","7/6/2025 5:25",10.1
"7/6/2025 5:30","WAUBRAWF","7/6/2025 5:25",69.690002
"7/6/2025 5:30","WNSF1","7/6/2025 5:25",0
"7/6/2025 5:30","WOOLNTH1","7/6/2025 5:25",41.849998
"7/6/2025 5:30","YAMBUKWF","7/6/2025 5:25",3.2
"7/6/2025 5:30","YSWF1","7/6/2025 5:25",0
"7/6/2025 5:35","BARCSF1","7/6/2025 5:30",0.1
"7/6/2025 5:35","BUTLERSG","7/6/2025 5:30",7.499999
"7/6/2025 5:35","BWTR1","7/6/2025 5:30",-20.80624
"7/6/2025 5:35","CAPTL_WF","7/6/2025 5:30",0
"7/6/2025 5:35","CHALLHWF","7/6/2025 5:30",14
"7/6/2025 5:35","CLOVER","7/6/2025 5:30",0
"7/6/2025 5:35","CLUNY","7/6/2025 5:30",2.11902
"7/6/2025 5:35","CONDONG1","7/6/2025 5:30",12.73
"7/6/2025 5:35","CULLRGWF","7/6/2025 5:30",-0.06
"7/6/2025 5:35","DIAPURWF1","7/6/2025 5:30",5.3
"7/6/2025 5:35","ERGT01","7/6/2025 5:30",0
"7/6/2025 5:35","GB01","7/6/2025 5:30",0
"7/6/2025 5:35","GERMCRK","7/6/2025 5:30",15.341
"7/6/2025 5:35","GRIFSF1","7/6/2025 5:30",0.001526
"7/6/2025 5:35","HUGSF1","7/6/2025 5:30",0
"7/6/2025 5:35","KEPBG1","7/6/2025 5:30",0.1
"7/6/2025 5:35","LRSF1","7/6/2025 5:30",0
"7/6/2025 5:35","MBAHNTH","7/6/2025 5:30",19.6
"7/6/2025 5:35","MLSP1","7/6/2025 5:30",0.075
"7/6/2025 5:35","MLWF1","7/6/2025 5:30",4.485
"7/6/2025 5:35","PALOONA","7/6/2025 5:30",0
"7/6/2025 5:35","PIONEER","7/6/2025 5:30",41.900002
"7/6/2025 5:35","PORTWF","7/6/2025 5:30",9.4
"7/6/2025 5:35","REPULSE","7/6/2025 5:30",4.196231
"7/6/2025 5:35","ROWALLAN","7/6/2025 5:30",-0.007004
"7/6/2025 5:35","ROYALLA1","7/6/2025 5:30",0
"7/6/2025 5:35","RPCG","7/6/2025 5:30",-0.6
"7/6/2025 5:35","RUBICON","7/6/2025 5:30",0.315
"7/6/2025 5:35","SHOAL1","7/6/2025 5:30",41.889999
"7/6/2025 5:35","TULLYSM1","7/6/2025 5:30",10
"7/6/2025 5:35","WAUBRAWF","7/6/2025 5:30",66.774002
"7/6/2025 5:35","WNSF1","7/6/2025 5:30",0
"7/6/2025 5:35","WOOLNTH1","7/6/2025 5:30",43.509998
"7/6/2025 5:35","YAMBUKWF","7/6/2025 5:30",2.4
"7/6/2025 5:35","YSWF1","7/6/2025 5:30",0
"7/6/2025 5:40","BARCSF1","7/6/2025 5:35",0.1
"7/6/2025 5:40","BUTLERSG","7/6/2025 5:35",7.499999
"7/6/2025 5:40","BWTR1","7/6/2025 5:35",-20.80624
"7/6/2025 5:40","CAPTL_WF","7/6/2025 5:35",0
"7/6/2025 5:40","CHALLHWF","7/6/2025 5:35",2.7
"7/6/2025 5:40","CLOVER","7/6/2025 5:35",0
"7/6/2025 5:40","CLUNY","7/6/2025 5:35",2.205081
"7/6/2025 5:40","CONDONG1","7/6/2025 5:35",12.82
"7/6/2025 5:40","CULLRGWF","7/6/2025 5:35",-0.04
"7/6/2025 5:40","DIAPURWF1","7/6/2025 5:35",5.3
"7/6/2025 5:40","ERGT01","7/6/2025 5:35",0
"7/6/2025 5:40","GB01","7/6/2025 5:35",0
"7/6/2025 5:40","GRIFSF1","7/6/2025 5:35",0.001526
"7/6/2025 5:40","HUGSF1","7/6/2025 5:35",0
"7/6/2025 5:40","KEPBG1","7/6/2025 5:35",0.1
"7/6/2025 5:40","LRSF1","7/6/2025 5:35",0
"7/6/2025 5:40","MBAHNTH","7/6/2025 5:35",19.700001
"7/6/2025 5:40","MLSP1","7/6/2025 5:35",0.015
"7/6/2025 5:40","MLWF1","7/6/2025 5:35",5.025
"7/6/2025 5:40","PALOONA","7/6/2025 5:35",0
"7/6/2025 5:40","PIONEER","7/6/2025 5:35",43.5
"7/6/2025 5:40","PORTWF","7/6/2025 5:35",6.7
"7/6/2025 5:40","REPULSE","7/6/2025 5:35",4.209659
"7/6/2025 5:40","ROWALLAN","7/6/2025 5:35",-0.002335
"7/6/2025 5:40","ROYALLA1","7/6/2025 5:35",0
"7/6/2025 5:40","RPCG","7/6/2025 5:35",-0.6
"7/6/2025 5:40","RUBICON","7/6/2025 5:35",0.315
"7/6/2025 5:40","SHOAL1","7/6/2025 5:35",41.949997
"7/6/2025 5:40","TULLYSM1","7/6/2025 5:35",10
"7/6/2025 5:40","WAUBRAWF","7/6/2025 5:35",70.373001
"7/6/2025 5:40","WNSF1","7/6/2025 5:35",0
"7/6/2025 5:40","WOOLNTH1","7/6/2025 5:35",46.639999
"7/6/2025 5:40","YAMBUKWF","7/6/2025 5:35",1.6
"7/6/2025 5:40","YSWF1","7/6/2025 5:35",0
"7/6/2025 5:45","BARCSF1","7/6/2025 5:40",0.1
"7/6/2025 5:45","BUTLERSG","7/6/2025 5:40",7.499999
"7/6/2025 5:45","BWTR1","7/6/2025 5:40",-19.548719
"7/6/2025 5:45","CAPTL_WF","7/6/2025 5:40",0
"7/6/2025 5:45","CHALLHWF","7/6/2025 5:40",1.5
"7/6/2025 5:45","CLOVER","7/6/2025 5:40",0
"7/6/2025 5:45","CLUNY","7/6/2025 5:40",2.162051
"7/6/2025 5:45","CONDONG1","7/6/2025 5:40",12.71
"7/6/2025 5:45","CULLRGWF","7/6/2025 5:40",-0.05
"7/6/2025 5:45","DIAPURWF1","7/6/2025 5:40",5.3
"7/6/2025 5:45","ERGT01","7/6/2025 5:40",0
"7/6/2025 5:45","GB01","7/6/2025 5:40",0
"7/6/2025 5:45","GERMCRK","7/6/2025 5:40",15.432
"7/6/2025 5:45","GRIFSF1","7/6/2025 5:40",0.001526
"7/6/2025 5:45","HUGSF1","7/6/2025 5:40",0
"7/6/2025 5:45","KEPBG1","7/6/2025 5:40",0.1
"7/6/2025 5:45","LRSF1","7/6/2025 5:40",0
"7/6/2025 5:45","MBAHNTH","7/6/2025 5:40",19.6
"7/6/2025 5:45","MLSP1","7/6/2025 5:40",0.015
"7/6/2025 5:45","MLWF1","7/6/2025 5:40",5.85
"7/6/2025 5:45","PALOONA","7/6/2025 5:40",3.41
"7/6/2025 5:45","PIONEER","7/6/2025 5:40",43.599998
"7/6/2025 5:45","PORTWF","7/6/2025 5:40",4.9
"7/6/2025 5:45","REPULSE","7/6/2025 5:40",4.241398
"7/6/2025 5:45","ROWALLAN","7/6/2025 5:40",-0.005447
"7/6/2025 5:45","ROYALLA1","7/6/2025 5:40",0
"7/6/2025 5:45","RPCG","7/6/2025 5:40",-0.6
"7/6/2025 5:45","RUBICON","7/6/2025 5:40",0.315
"7/6/2025 5:45","SHOAL1","7/6/2025 5:40",42.209999
"7/6/2025 5:45","TULLYSM1","7/6/2025 5:40",10
"7/6/2025 5:45","WAUBRAWF","7/6/2025 5:40",68.126999
"7/6/2025 5:45","WNSF1","7/6/2025 5:40",0
"7/6/2025 5:45","WOOLNTH1","7/6/2025 5:40",47.889999
"7/6/2025 5:45","YAMBUKWF","7/6/2025 5:40",1.8
"7/6/2025 5:45","YSWF1","7/6/2025 5:40",0
"7/6/2025 5:50","BARCSF1","7/6/2025 5:45",0.1
"7/6/2025 5:50","BUTLERSG","7/6/2025 5:45",7.499999
"7/6/2025 5:50","BWTR1","7/6/2025 5:45",-18.51984
"7/6/2025 5:50","CAPTL_WF","7/6/2025 5:45",0
"7/6/2025 5:50","CHALLHWF","7/6/2025 5:45",1.7
"7/6/2025 5:50","CLOVER","7/6/2025 5:45",0
"7/6/2025 5:50","CLUNY","7/6/2025 5:45",2.214237
"7/6/2025 5:50","CONDONG1","7/6/2025 5:45",12.91
"7/6/2025 5:50","CULLRGWF","7/6/2025 5:45",-0.06
"7/6/2025 5:50","DIAPURWF1","7/6/2025 5:45",5.3
"7/6/2025 5:50","ERGT01","7/6/2025 5:45",0
"7/6/2025 5:50","GB01","7/6/2025 5:45",0
"7/6/2025 5:50","GERMCRK","7/6/2025 5:45",15.155
"7/6/2025 5:50","GRIFSF1","7/6/2025 5:45",0.001526
"7/6/2025 5:50","HUGSF1","7/6/2025 5:45",0
"7/6/2025 5:50","KEPBG1","7/6/2025 5:45",0.1
"7/6/2025 5:50","LRSF1","7/6/2025 5:45",0
"7/6/2025 5:50","MBAHNTH","7/6/2025 5:45",19.700001
"7/6/2025 5:50","MLSP1","7/6/2025 5:45",0.015
"7/6/2025 5:50","MLWF1","7/6/2025 5:45",4.86
"7/6/2025 5:50","PALOONA","7/6/2025 5:45",4.27
"7/6/2025 5:50","PIONEER","7/6/2025 5:45",43.400002
"7/6/2025 5:50","PORTWF","7/6/2025 5:45",3.7
"7/6/2025 5:50","REPULSE","7/6/2025 5:45",4.108339
"7/6/2025 5:50","ROWALLAN","7/6/2025 5:45",-0.008042
"7/6/2025 5:50","ROYALLA1","7/6/2025 5:45",0
"7/6/2025 5:50","RPCG","7/6/2025 5:45",-0.6
"7/6/2025 5:50","RUBICON","7/6/2025 5:45",0.315
"7/6/2025 5:50","SHOAL1","7/6/2025 5:45",42.400002
"7/6/2025 5:50","TULLYSM1","7/6/2025 5:45",10
"7/6/2025 5:50","WAUBRAWF","7/6/2025 5:45",72.796997
"7/6/2025 5:50","WNSF1","7/6/2025 5:45",0
"7/6/2025 5:50","WOOLNTH1","7/6/2025 5:45",47.449997
"7/6/2025 5:50","YAMBUKWF","7/6/2025 5:45",1.4
"7/6/2025 5:50","YSWF1","7/6/2025 5:45",0
"7/6/2025 5:55","BARCSF1","7/6/2025 5:50",0.1
"7/6/2025 5:55","BUTLERSG","7/6/2025 5:50",7.499999
"7/6/2025 5:55","BWTR1","7/6/2025 5:50",-18.51984
"7/6/2025 5:55","CAPTL_WF","7/6/2025 5:50",0
"7/6/2025 5:55","CHALLHWF","7/6/2025 5:50",1
"7/6/2025 5:55","CLOVER","7/6/2025 5:50",0
"7/6/2025 5:55","CLUNY","7/6/2025 5:50",2.162051
"7/6/2025 5:55","CONDONG1","7/6/2025 5:50",12.87
"7/6/2025 5:55","CULLRGWF","7/6/2025 5:50",-0.08
"7/6/2025 5:55","DIAPURWF1","7/6/2025 5:50",5.3
"7/6/2025 5:55","ERGT01","7/6/2025 5:50",0
"7/6/2025 5:55","GB01","7/6/2025 5:50",0
"7/6/2025 5:55","GERMCRK","7/6/2025 5:50",15.873
"7/6/2025 5:55","GRIFSF1","7/6/2025 5:50",0.001526
"7/6/2025 5:55","HUGSF1","7/6/2025 5:50",0
"7/6/2025 5:55","KEPBG1","7/6/2025 5:50",0.1
"7/6/2025 5:55","LRSF1","7/6/2025 5:50",0
"7/6/2025 5:55","MBAHNTH","7/6/2025 5:50",19.6
"7/6/2025 5:55","MLSP1","7/6/2025 5:50",0.015
"7/6/2025 5:55","MLWF1","7/6/2025 5:50",5.835
"7/6/2025 5:55","PALOONA","7/6/2025 5:50",4.8
"7/6/2025 5:55","PIONEER","7/6/2025 5:50",42.799999
"7/6/2025 5:55","PORTWF","7/6/2025 5:50",4
"7/6/2025 5:55","REPULSE","7/6/2025 5:50",4.0766
"7/6/2025 5:55","ROWALLAN","7/6/2025 5:50",-0.006485
"7/6/2025 5:55","ROYALLA1","7/6/2025 5:50",0
"7/6/2025 5:55","RPCG","7/6/2025 5:50",-0.6
"7/6/2025 5:55","RUBICON","7/6/2025 5:50",0.315
"7/6/2025 5:55","SHOAL1","7/6/2025 5:50",42.660004
"7/6/2025 5:55","TULLYSM1","7/6/2025 5:50",10.1
"7/6/2025 5:55","WAUBRAWF","7/6/2025 5:50",71.685997
"7/6/2025 5:55","WNSF1","7/6/2025 5:50",0
"7/6/2025 5:55","WOOLNTH1","7/6/2025 5:50",48.439999
"7/6/2025 5:55","YAMBUKWF","7/6/2025 5:50",0.8
"7/6/2025 5:55","YSWF1","7/6/2025 5:50",0
"7/6/2025 6:00","BARCSF1","7/6/2025 5:55",0.1
"7/6/2025 6:00","BUTLERSG","7/6/2025 5:55",7.499999
"7/6/2025 6:00","BWTR1","7/6/2025 5:55",-18.51984
"7/6/2025 6:00","CAPTL_WF","7/6/2025 5:55",0
"7/6/2025 6:00","CHALLHWF","7/6/2025 5:55",0
"7/6/2025 6:00","CLOVER","7/6/2025 5:55",0
"7/6/2025 6:00","CLUNY","7/6/2025 5:55",2.133669
"7/6/2025 6:00","CONDONG1","7/6/2025 5:55",13.41
"7/6/2025 6:00","CULLRGWF","7/6/2025 5:55",0
"7/6/2025 6:00","DIAPURWF1","7/6/2025 5:55",5.3
"7/6/2025 6:00","ERGT01","7/6/2025 5:55",0
"7/6/2025 6:00","GB01","7/6/2025 5:55",0
"7/6/2025 6:00","GERMCRK","7/6/2025 5:55",15.861
"7/6/2025 6:00","GRIFSF1","7/6/2025 5:55",0.001526
"7/6/2025 6:00","HUGSF1","7/6/2025 5:55",0
"7/6/2025 6:00","KEPBG1","7/6/2025 5:55",0.1
"7/6/2025 6:00","LRSF1","7/6/2025 5:55",0
"7/6/2025 6:00","MBAHNTH","7/6/2025 5:55",19.6
"7/6/2025 6:00","MLSP1","7/6/2025 5:55",0.015
"7/6/2025 6:00","MLWF1","7/6/2025 5:55",6.165
"7/6/2025 6:00","PALOONA","7/6/2025 5:55",5.69
"7/6/2025 6:00","PIONEER","7/6/2025 5:55",42.299999
"7/6/2025 6:00","PORTWF","7/6/2025 5:55",4.9
"7/6/2025 6:00","REPULSE","7/6/2025 5:55",4.171816
"7/6/2025 6:00","ROWALLAN","7/6/2025 5:55",-0.006485
"7/6/2025 6:00","ROYALLA1","7/6/2025 5:55",0
